GT Program,Type,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,SelectRandom,TRUE,3.253210207913070,50.778123666998,6515,1,336,1318,9.659511472982980,1.1332020997375300,33,"[2.3315251669846475, 1.2701077919919044, 1.2803312500473112, 1.0304481671191752, 0.9629136670846492, 0.8963265409693122, 0.8731212499551475, 1.1211784170009196, 1.1212220408488065, 1.1218022089451551, 1.1822882499545813, 1.423304625088349, 1.5952222079504281, 1.316193041857332, 1.2984500830061734, 1.3173208751250058, 1.3123074998147786, 1.4155104998499155, 1.5755117919761688, 1.7533082908485085, 1.726791457971558, 1.7313740830868483, 1.879722291836515, 1.910774084040895, 1.9425392081029713, 1.9849545420147479, 2.0004225000739098, 1.9404635420069098, 2.1433034578803927, 1.7455811251420528, 1.7479849169030786, 1.8234055838547647, 1.825562332989648]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,SelectRandom,TRUE,4.2657695829402700,5.585670750122520,4983,11,336,1319,9.659511472982980,1.1332020997375300,32,"[1.898157250136137, 0.06389391701668501, 0.04647429194301367, 0.04293470806442201, 0.036143792094662786, 0.03568116691894829, 0.03300366597250104, 0.03885937505401671, 0.03721287497319281, 0.02778258314356208, 0.027624292066320777, 0.03352549998089671, 0.0414168331772089, 0.045050375163555145, 0.040904375026002526, 0.046959124971181154, 0.04237245791591704, 0.04854199988767505, 0.046539457980543375, 0.06090541696175933, 0.03949820785783231, 0.039705124916508794, 0.041629625018686056, 0.04140162491239607, 0.045670750085264444, 0.04560320801101625, 0.04481541598215699, 0.04378995788283646, 0.04824450006708503, 0.11968470807187259, 0.060227083042263985, 0.031477499986067414]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,SelectRandom,TRUE,3.0169999999925500,0.19084937521256500,1,1,336,1351,9.659511472982980,1.1332020997375300,0,[]
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,SelectRandom,TRUE,2.4368850418832200,0.12635100004263200,2,2,116,616,15.217532467532500,1.1502403846153800,0,[]
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,SelectRandom,TRUE,2.689930458087470,0.1715618339367210,65,1,116,587,15.217532467532500,1.1502403846153800,29,"[0.024642292177304626, 0.007490207906812429, 0.004952375078573823, 0.004735833033919334, 0.004426624858751893, 0.0010973750613629818, 0.0011526248417794704, 0.0010922078508883715, 0.0018108750227838755, 0.0013266671448946, 0.0012910000514239073, 0.0012854170054197311, 0.0012779999524354935, 0.0012545001227408648, 0.0012608750257641077, 0.0015429169870913029, 0.0014862499665468931, 0.001465874956920743, 0.0014945839066058397, 0.00315241701900959, 0.0018541249446570873, 0.001731750089675188, 0.0017568329349160194, 0.0017363331280648708, 0.0016842079348862171, 0.0017302921041846275, 0.0016595828346908092, 0.0017057079821825027, 0.0019393751863390207]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,SelectRandom,TRUE,2.7035845420323300,15.379462915938300,441,3,116,512,15.217532467532500,1.1502403846153800,104,"[0.11883624992333353, 0.11988587491214275, 0.12210520799271762, 0.12178100016899407, 0.15162845817394555, 0.5578854170162231, 0.04643891705200076, 0.045891207875683904, 0.06378816603682935, 0.062234458047896624, 0.061726750107482076, 0.06275258306413889, 0.062414334155619144, 0.06256783404387534, 0.06227075005881488, 0.07620204193517566, 0.07614908297546208, 0.07611291715875268, 0.0759700839407742, 0.09111545793712139, 0.0900177089497447, 0.09182362514548004, 0.09035012498497963, 0.09063733299262822, 0.09089041710831225, 0.09093412500806153, 0.09120341599918902, 0.09136454085819423, 0.10406091692857444, 0.10357737517915666, 0.104256457882002, 0.10426508309319615, 0.10490729101002216, 0.11691745813004673, 0.11683595809154212, 0.11778104188852012, 0.14114645798690617, 0.13612583302892745, 0.13505141693167388, 0.13649699999950826, 0.13822616706602275, 0.13859362481161952, 0.13603158295154572, 0.1377316250000149, 0.13644370809197426, 0.13390141702257097, 0.13306970801204443, 0.13337300019338727, 0.13395874993875623, 0.13461204199120402, 0.13625666708685458, 0.13680854090489447, 0.13646004092879593, 0.14760312507860363, 0.14883800013922155, 0.1491563750896603, 0.14856183296069503, 0.1482603750191629, 0.15100591606460512, 0.15078516607172787, 0.14960920810699463, 0.16189533402211964, 0.14780083391815424, 0.1499110828153789, 0.15567300003021955, 0.15336245903745294, 0.15803945902734995, 0.16212458396330476, 0.1539998750668019, 0.16069662501104176, 0.15894470899365842, 0.16196624981239438, 0.1603485830128193, 0.16088525019586086, 0.17575120786204934, 0.17699462501332164, 0.17387720779515803, 0.17383466684259474, 0.17464416613802314, 0.1747445419896394, 0.17514445795677602, 0.17493008286692202, 0.17437324998900294, 0.18577033304609358, 0.19646250014193356, 0.19548141700215638, 0.19296466698870063, 0.1912377921398729, 0.1909856670536101, 0.20339566585607827, 0.20065091690048575, 0.20018899999558926, 0.20206179190427065, 0.20067383395507932, 0.2028490831144154, 0.20303866709582508, 0.20841516694054008, 0.2164452918805182, 0.2155677080154419, 0.21723508392460644, 0.22647045808844268, 0.22455662512220442, 0.22649958287365735, 0.27194154099561274]"
Complement(IsObject(Car)),Search,cars,CCE,SelectRandom,TRUE,73.93392845802010,70.99560425011440,8603,1,116,604,15.217532467532500,1.1502403846153800,12,"[70.001285957871, 0.11311770905740559, 0.10452891583554447, 0.10351387481205165, 0.1108734579756856, 0.11466262489557266, 0.12830891693010926, 0.10886987508274615, 0.11102091707289219, 0.023233041865751147, 0.02346245781518519, 0.023006000090390444]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,SelectRandom,TRUE,2.7366739579010800,0.06011437484994530,4,1,116,615,15.217532467532500,1.1502403846153800,1,[0.002439166186377406]
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,SelectRandom,TRUE,2.5833021248690800,1.1925535830669100,225,1,116,541,15.217532467532500,1.1502403846153800,75,"[0.0948215420357883, 0.09483737498521805, 0.09530437481589615, 0.0928158750757575, 0.10298449988476932, 0.09976179082877934, 0.04496554215438664, 0.04492504196241498, 0.05189558304846287, 0.00867016613483429, 0.008379375096410513, 0.008370333118364215, 0.008105917135253549, 0.008147750049829483, 0.008124500047415495, 0.009261917090043426, 0.007035915972664952, 0.007098375121131539, 0.007149499841034412, 0.01037779194302857, 0.008123999927192926, 0.007291249930858612, 0.0072200000286102295, 0.0072733338456600904, 0.007377333007752895, 0.007467666873708367, 0.0072537080850452185, 0.007328375009819865, 0.007326625054702163, 0.007369874976575375, 0.007333375047892332, 0.00719670788384974, 0.0073118750005960464, 0.008163957856595516, 0.008034542202949524, 0.005348250037059188, 0.008079916937276721, 0.006304749986156821, 0.006105790846049786, 0.005068874917924404, 0.005044040968641639, 0.00510774995200336, 0.005035750102251768, 0.005030208034440875, 0.004954042145982385, 0.005696000065654516, 0.004375416086986661, 0.004349958151578903, 0.004322792170569301, 0.004344040993601084, 0.004469375126063824, 0.004393040901049972, 0.00447975005954504, 0.005164125002920628, 0.0049119999166578054, 0.004821083042770624, 0.0048288749530911446, 0.004759458126500249, 0.004906041780486703, 0.004841583780944347, 0.004800874972715974, 0.006046541966497898, 0.005226875189691782, 0.005248500034213066, 0.0051903328858315945, 0.005156750092282891, 0.00506862485781312, 0.005120249930769205, 0.005169499898329377, 0.005761042004451156, 0.0056654170621186495, 0.005556332878768444, 0.005372500047087669, 0.0054350001737475395, 0.011119582923129201]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,SelectRandom,TRUE,4.0422125838231300,6.019419207936150,540,1,116,611,15.217532467532500,1.1502403846153800,5,"[1.174816665938124, 1.4617735408246517, 1.3275775408837944, 1.159170749830082, 0.7713304159697145]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,SelectRandom,TRUE,2.2808982077986,5.148117084056140,157,1,116,288,15.217532467532500,1.1502403846153800,328,"[0.048129667062312365, 0.02939341706223786, 0.02928308304399252, 0.028369625099003315, 0.035927042132243514, 0.03602149989455938, 0.03609141707420349, 0.03578862501308322, 0.048142417101189494, 0.04382279119454324, 0.04331400012597442, 0.04389175004325807, 0.04404566716402769, 0.044607375049963593, 0.043643750017508864, 0.052019250113517046, 0.0531553749460727, 0.0528764589689672, 0.05384741700254381, 0.061868916964158416, 0.06070849997922778, 0.06101145804859698, 0.06131837493740022, 0.061542874900624156, 0.061582583002746105, 0.06214650021865964, 0.06224862509407103, 0.06208183313719928, 0.06149616581387818, 0.06278174999170005, 0.06210350012406707, 0.06228770804591477, 0.06241279095411301, 0.06985450000502169, 0.07005933299660683, 0.07031791680492461, 0.08152954187244177, 0.08180925017222762, 0.08093499997630715, 0.08128224988467991, 0.08130925009027123, 0.08157337503507733, 0.08113924995996058, 0.0754595419857651, 0.007093583000823855, 0.008310792036354542, 0.007814332842826843, 0.00794020900502801, 0.007801667088642716, 0.00795829202979803, 0.007926792139187455, 0.008186958031728864, 0.007871125126257539, 0.008890209021046758, 0.008548500016331673, 0.00854904088191688, 0.008506124839186668, 0.008631125092506409, 0.008636499987915158, 0.008783582830801606, 0.00881337490864098, 0.009873915929347277, 0.009370957966893911, 0.00936366617679596, 0.009325499879196286, 0.009395374916493893, 0.00933558284305036, 0.00949487485922873, 0.009435083018615842, 0.010392791125923395, 0.010297208093106747, 0.010317750042304397, 0.00995129207149148, 0.010145750129595399, 0.024989582831040025, 0.007423624861985445, 0.0038282079622149467, 0.004196875030174851, 0.003524000057950616, 0.0034719998948276043, 0.0034306251909583807, 0.0035231250803917646, 0.003421999979764223, 0.0037069579120725393, 0.003724374808371067, 0.0037652081809937954, 0.003677625209093094, 0.0037717081140726805, 0.0036742088850587606, 0.004399541998282075, 0.003935707965865731, 0.0038356247823685408, 0.003973999992012978, 0.0038734159898012877, 0.003969624871388078, 0.0038560410030186176, 0.004086250206455588, 0.0041571250185370445, 0.004181375028565526, 0.004170041996985674, 0.004418166121467948, 0.004323082976043224, 0.004267625045031309, 0.004688165849074721, 0.004755625035613775, 0.0045105828903615475, 0.00452887499704957, 0.00471658306196332, 0.004524042131379247, 0.004518458154052496, 0.004832499893382192, 0.004755625035613775, 0.004714208887889981, 0.0049696669448167086, 0.004987082909792662, 0.004893834004178643, 0.004880999913439155, 0.005204959074035287, 0.005093666957691312, 0.005010583205148578, 0.005045125028118491, 0.005187709117308259, 0.0051759169436991215, 0.005375583190470934, 0.005478249862790108, 0.005303417099639773, 0.005627125035971403, 0.005400666035711765, 0.005384499905630946, 0.005541916936635971, 0.005795167060568929, 0.005486916983500123, 0.005516458069905639, 0.005702875088900328, 0.005733249941840768, 0.005928667029365897, 0.006459708092734218, 0.006107833003625274, 0.008643500041216612, 0.013055042130872607, 0.008702042046934366, 0.006857209140434861, 0.007300583180040121, 0.009568833047524095, 0.008215416921302676, 0.006766667123883963, 0.006601500092074275, 0.008138665929436684, 0.008196708047762513, 0.006956958910450339, 0.00673279189504683, 0.0066520830150693655, 0.006663792068138719, 0.00669641699641943, 0.006650042021647096, 0.006963500054553151, 0.0068308329209685326, 0.006951709045097232, 0.007226790999993682, 0.007541292114183307, 0.007025416940450668, 0.007109540980309248, 0.0073295829351991415, 0.007715333020314574, 0.00728291692212224, 0.007266208995133638, 0.007250875001773238, 0.007432832848280668, 0.007198582869023085, 0.007241625105962157, 0.007381124887615442, 0.007362624863162637, 0.007569583132863045, 0.007490499876439571, 0.007574249990284443, 0.007532040821388364, 0.007590041030198336, 0.0075612920336425304, 0.007740291068330407, 0.007713249884545803, 0.007926250109449029, 0.007828291039913893, 0.007912500062957406, 0.009526458103209734, 0.008259916910901666, 0.008178416872397065, 0.00821783416904509, 0.008112541865557432, 0.008229499915614724, 0.00810924987308681, 0.008219541981816292, 0.008167124819010496, 0.00843366701155901, 0.00830758293159306, 0.008366334019228816, 0.008364500012248755, 0.008573625003919005, 0.008461709134280682, 0.008556792046874762, 0.008630917174741626, 0.008620833046734333, 0.008537958143278956, 0.0090637500397861, 0.010369583033025265, 0.01133999996818602, 0.010778541909530759, 0.01747608301229775, 0.01617970783263445, 0.011799542000517249, 0.010545915924012661, 0.011252041906118393, 0.01004183292388916, 0.009405458811670542, 0.009294917108491063, 0.00925779202952981, 0.009380917064845562, 0.009697375120595098, 0.009544000029563904, 0.009548458037897944, 0.009596792049705982, 0.009784500114619732, 0.00981554202735424, 0.010293375002220273, 0.010164082981646061, 0.010026209056377411, 0.01005600020289421, 0.010357375023886561, 0.010208208113908768, 0.010137250181287527, 0.011312332935631275, 0.010817999951541424, 0.010536499787122011, 0.010387083049863577, 0.01037987507879734, 0.010250499937683344, 0.010513166896998882, 0.010327333118766546, 0.010601959191262722, 0.010612207930535078, 0.010585416806861758, 0.010525374906137586, 0.010890832869336009, 0.010716874850913882, 0.010694834170863032, 0.01067500002682209, 0.011028332868590951, 0.011740125017240644, 0.010878334054723382, 0.010986499954015017, 0.01097929198294878, 0.010911332909017801, 0.01155320811085403, 0.011331959161907434, 0.011250959010794759, 0.011360999895259738, 0.01126979198306799, 0.011381375137716532, 0.011345542035996914, 0.01194045809097588, 0.011460874928161502, 0.011457999935373664, 0.011462833033874631, 0.0115510409232229, 0.011474916944280267, 0.011532125063240528, 0.0115559590049088, 0.011949083069339395, 0.011692541185766459, 0.011599833145737648, 0.011783167021349072, 0.011608125176280737, 0.01179495919495821, 0.011806458001956344, 0.011746792122721672, 0.011581500060856342, 0.011807499919086695, 0.012876417022198439, 0.012032374972477555, 0.011982915922999382, 0.012196582974866033, 0.012254124972969294, 0.012274417094886303, 0.01260912511497736, 0.012651209020987153, 0.012791582848876715, 0.01240024995058775, 0.013574916869401932, 0.012850874802097678, 0.012702082982286811, 0.012539583025500178, 0.012563917087391019, 0.012615417130291462, 0.012544999830424786, 0.012748624896630645, 0.012766208034008741, 0.012785709230229259, 0.01374633307568729, 0.014266042038798332, 0.014343125047162175, 0.01351349987089634, 0.01314529194496572, 0.014085917035117745, 0.013841457897797227, 0.013780041132122278, 0.013884708052501082, 0.013818916864693165, 0.014315665932372212, 0.01516054105013609, 0.014879249967634678, 0.01414650003425777, 0.01409079204313457, 0.014124500099569559, 0.014087875140830874, 0.013980665942654014, 0.015189541969448328, 0.01431008311919868, 0.014214291935786605, 0.014324499992653728, 0.01427470799535513, 0.014224540907889605, 0.014235541922971606, 0.014249874977394938, 0.014474292052909732, 0.01435416704043746, 0.01431025005877018, 0.01448479201644659, 0.014380374923348427, 0.014706249814480543]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,SelectRandom,TRUE,2.5453570000827300,5.206511249998580,119,1,116,588,15.217532467532500,1.1502403846153800,28,"[0.7670660000294447, 0.14346433407627046, 0.14232629095204175, 0.14175891689956188, 0.15044904104433954, 0.1367395839188248, 0.23363408306613564, 0.23301733378320932, 0.24551216699182987, 0.24475637497380376, 0.24462366686202586, 0.24432012485340238, 0.24407624988816679, 0.245106415823102, 0.24525374989025295, 0.25752679188735783, 0.2556815000716597, 0.25816058390773833, 0.2570986249484122, 0.2642331251408905, 0.021849666954949498, 0.02205875003710389, 0.02165670902468264, 0.0278927912004292, 0.03731208294630051, 0.024138750042766333, 0.022219249978661537, 0.021229624981060624]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SelectRandom,TRUE,2.327887749997900,0.5660492919851090,32,1,116,596,15.217532467532500,1.1502403846153800,20,"[0.00990479183383286, 0.010962249943986535, 0.011024917010217905, 0.011268167058005929, 0.013181874994188547, 0.09974979190155864, 0.02057429193519056, 0.02059383294545114, 0.023057250073179603, 0.022920707939192653, 0.02261108299717307, 0.02255675010383129, 0.022529583191499114, 0.0225317080039531, 0.02247529197484255, 0.024292208021506667, 0.024242750136181712, 0.024253791896626353, 0.024164624977856874, 0.02918149996548891]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SelectRandom,TRUE,1.7053677921649100,0.1407454579602930,20,1,116,611,15.217532467532500,1.1502403846153800,5,"[0.004497374873608351, 0.0038587909657508135, 0.0038262500893324614, 0.003753500059247017, 0.004331124946475029]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,SelectRandom,TRUE,4.456151792081070,0.057901125168427800,1,1,116,616,15.217532467532500,1.1502403846153800,0,[]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,SelectRandom,FAIL,2.6691440420690900,24.373406124999700,546,4,116,492,15.217532467532500,1.1502403846153800,124,"[0.1831028340384364, 0.21165754087269306, 0.2125124589074403, 0.1983082089573145, 0.3211276668589562, 0.06786108296364546, 0.06640737503767014, 0.06569087505340576, 0.08025054098106921, 0.0830157499294728, 0.08221808401867747, 0.08209508401341736, 0.08183458307757974, 0.08217899990268052, 0.08173845801502466, 0.09449100005440414, 0.09476529201492667, 0.09482300002127886, 0.0946343750692904, 0.11112920800223947, 0.1160769579000771, 0.11084566707722843, 0.11083199991844594, 0.11132291704416275, 0.11103962501510978, 0.11153025017119944, 0.1115167501848191, 0.11288516712374985, 0.1264940828550607, 0.12415954191237688, 0.1237567919306457, 0.12322012498043478, 0.12338808295316994, 0.13405666686594486, 0.13434220803901553, 0.13548862491734326, 0.1508009589742869, 0.14830174995586276, 0.14860804192721844, 0.1486162079963833, 0.14866045792587101, 0.14850745792500675, 0.14881479204632342, 0.15078633301891387, 0.14957783301360905, 0.15746541717089713, 0.1575661669485271, 0.15824616700410843, 0.1707945829257369, 0.16927970899268985, 0.16543170786462724, 0.1653120000846684, 0.16716520907357335, 0.17961141699925065, 0.17869220906868577, 0.17926716594956815, 0.17694024997763336, 0.17496037506498396, 0.17294141603633761, 0.17443266697227955, 0.17685899999924004, 0.1941269589588046, 0.1928818339947611, 0.1926857498474419, 0.1945750000886619, 0.19351850007660687, 0.19334558304399252, 0.19452499994076788, 0.1916082501411438, 0.20765683287754655, 0.20308108301833272, 0.21029199985787272, 0.20871787518262863, 0.20896350010298193, 0.22308287513442338, 0.21894033392891288, 0.22131995810195804, 0.22906100004911423, 0.21958695817738771, 0.21761399996466935, 0.21832362515851855, 0.22327700001187623, 0.217440249864012, 0.23504295805469155, 0.29161883308552206, 0.24037124984897673, 0.23787220800295472, 0.23320299992337823, 0.23248533415608108, 0.24592674989253283, 0.24469733284786344, 0.244139791931957, 0.25115720881149173, 0.246041958918795, 0.24933900008909404, 0.24964075000025332, 0.2511467910371721, 0.2597302501089871, 0.26631775009445846, 0.2599429578986019, 0.26791683305054903, 0.27955604204908013, 0.26798195904120803, 0.27514704200439155, 0.2756892500910908, 0.2779930830001831, 0.28634245810098946, 0.2804518330376595, 0.2881366671063006, 0.2871499580796808, 0.30464787501841784, 0.30697245919145644, 0.29650087491609156, 0.3072588751092553, 0.30587962502613664, 0.3052095831371844, 0.3043844997882843, 0.3431778328958899, 0.31498387502506375, 0.32478237501345575, 0.322273249970749, 0.315819334005937, 0.3154940828680992, 0.3225299578625709]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,SelectRandom,TRUE,2.679695416940380,1.6131175409536800,95,1,116,582,15.217532467532500,1.1502403846153800,34,"[0.06424454203806818, 0.0715193331707269, 0.06641958304680884, 0.06555349985137582, 0.07248029205948114, 0.05759116681292653, 0.03984954208135605, 0.037936125183478, 0.04329062486067414, 0.04204262490384281, 0.040646957932040095, 0.04027858283370733, 0.040786500088870525, 0.04030208312906325, 0.04023733315989375, 0.04647749988362193, 0.04698737501166761, 0.04836700018495321, 0.04897291702218354, 0.05481508304364979, 0.051657832926139235, 0.05063670896925032, 0.05225437507033348, 0.054875750094652176, 0.05152449989691377, 0.05311841703951359, 0.051190749974921346, 0.049299333011731505, 0.051823082845658064, 0.01040020794607699, 0.01024283398874104, 0.010258249938488007, 0.010112958960235119, 0.010636082850396633]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,SelectRandom,TRUE,0.7061662499327210,99.71452208305710,1209,1,510,932,2.4373232799246000,1.2250816993464100,129,"[0.31433299998752773, 0.27165025006979704, 0.14027345809154212, 0.0775435830000788, 0.08970558294095099, 0.10118033294565976, 0.11375908297486603, 0.1278738749679178, 0.14153204206377268, 0.15635812492109835, 0.15629270789213479, 0.16860020789317787, 0.18263387493789196, 0.18297783308662474, 0.19785433309152722, 0.2117899169679731, 0.225520207779482, 0.23761866707354784, 0.2622828329913318, 0.2853995831683278, 0.292217249982059, 0.36472233291715384, 0.35568966693244874, 0.32696062489412725, 0.357584958197549, 0.36270204093307257, 0.3608997920528054, 0.3705786250066012, 0.37987050018273294, 0.39164037513546646, 0.39453312498517334, 0.41337229195050895, 0.4262815408874303, 0.44214150006882846, 0.4479789170436561, 0.47684391704387963, 0.4877203330397606, 0.48652845807373524, 0.5724337501451373, 0.5052496669813991, 0.516293124994263, 0.528086582897231, 0.5429565419908613, 0.5690057501196861, 0.5660434160381556, 0.5772738750092685, 0.5919452500529587, 0.6243009581230581, 0.6231109998188913, 0.6439670831896365, 0.6525129999499768, 0.6529457911383361, 0.6550578328315169, 0.6691717919893563, 0.6851030418183655, 0.6866067920345813, 0.7068217918276787, 0.710128250066191, 0.7260877920780331, 0.7412177918013185, 0.7649055412039161, 0.7662889580242336, 0.7809775420464575, 0.7911891669500619, 0.8873275839723647, 0.8445291251409799, 0.8288292079232633, 0.841918374877423, 0.8627830829937011, 0.87595025007613, 0.9070855830796063, 0.8954912079498172, 0.9652494168840349, 0.9526472908910364, 0.9515218341257423, 0.9647433750797063, 0.9991075829602778, 0.9813065421767533, 1.008080166997388, 1.0193156669847667, 1.0583233749493957, 1.0511372918263078, 1.0382810831069946, 1.0432250420562923, 1.0593793748412281, 1.0865364170167595, 1.1332655830774456, 1.1488150409422815, 1.1066254589240998, 1.0837131252046674, 1.1169687500223517, 1.1104287079069763, 1.142507459037006, 1.1388864999171346, 1.1486297498922795, 1.1615375829860568, 1.1728215410839766, 1.1907695000991225, 1.2017501250375062, 1.2360936671029776, 1.2334994589909911, 1.2170525840483606, 1.1298113751690835, 1.155233166879043, 1.1350124580785632, 1.1124765409622341, 1.1448132919613272, 1.1311909169889987, 1.1365442499518394, 1.1337972909677774, 1.146615750156343, 1.1476003751158714, 1.1729315840639174, 1.1748350830748677, 1.1789348749443889, 1.1941285410430282, 1.2044737089890987, 1.2028923330362886, 1.2118785420898348, 1.2117102080956101, 1.228556792018935, 1.2389478331897408, 1.2534210830926895, 1.2599865419324487, 1.2731465420220047, 1.3050836250185966, 1.2986785001121461, 1.308319500181824, 1.3130137079861015]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,SelectRandom,TRUE,0.7764523751102390,103.2470303750600,1192,1,510,932,2.4373232799246000,1.2250816993464100,129,"[0.37234937492758036, 0.3369512918870896, 0.1385628751013428, 0.07759458315558732, 0.09191504097543657, 0.10555466706864536, 0.12079312489368021, 0.13175854180008173, 0.14703970798291266, 0.15995616698637605, 0.15834162500686944, 0.1721614170819521, 0.18671666597947478, 0.18695595813915133, 0.20247341692447662, 0.21437949989922345, 0.23126308294013143, 0.24324529198929667, 0.2554005419369787, 0.2691176659427583, 0.2827274170704186, 0.2981813750229776, 0.30021612509153783, 0.3139211251400411, 0.32642570813186467, 0.3466880831401795, 0.3571597500704229, 0.3576605829875916, 0.36850512493401766, 0.3806531250011176, 0.39220124995335937, 0.40828899992629886, 0.4218700830824673, 0.43710958305746317, 0.44971329090185463, 0.481080292025581, 0.4878492499701679, 0.47778137493878603, 0.4910019577946514, 0.506518832873553, 0.5196414170786738, 0.5500238330569118, 0.5575646657962352, 0.6141532089095563, 0.5631387501489371, 0.6129562919959426, 0.6295051670167595, 0.6548657910898328, 0.6460301249753684, 0.6531879170797765, 0.7044912499841303, 0.7015692088752985, 0.6961766669992357, 0.7134218749124557, 0.7206004580948502, 0.7106815830338746, 0.7492996668443084, 0.8669789161067456, 0.7825463749468327, 0.8835872919298708, 0.8135750419460237, 0.7768307500518858, 0.9211330830585212, 0.8407178749330342, 0.8543236248660833, 0.8607683330774307, 0.8775092079304159, 0.8915714998729527, 0.8897186659742147, 0.9543881670106202, 0.933522584149614, 0.9422959159128368, 0.9681554997805506, 0.9649010829161853, 0.9438480830285698, 0.9718305410351604, 1.000663082813844, 1.0292842080816627, 1.3495584588963538, 1.1361559168435633, 1.0599544579163194, 1.0513328751549125, 1.0651127500459552, 1.0760439580772072, 1.0991892497986555, 1.1183294169604778, 1.1270084159914404, 1.123102666111663, 1.1235927499365062, 1.1279200420249254, 1.1201490410603583, 1.135849750135094, 1.1563275828957558, 1.1726735420525074, 1.1922514161560684, 1.1975729160476476, 1.2109784169588238, 1.234915291890502, 1.3002752910833806, 1.2549697919748724, 1.264766416978091, 1.1165909587871283, 1.1189488330855966, 1.1139549580402672, 1.1116850001271814, 1.2501618331298232, 1.147350083105266, 1.1603591670282185, 1.1625484579708427, 1.1703624168876559, 1.16780133289285, 1.1818834159057587, 1.182277041953057, 1.2067178750876337, 1.2195575828664005, 1.2401404168922454, 1.226956041995436, 1.2274884169455618, 1.2550120409578085, 1.5362357499543577, 1.292433249996975, 1.2815293329767883, 1.2815535408444703, 1.291342666838318, 1.328732332913205, 1.3272864997852594, 1.411641624988988, 1.5123155419714749, 1.3577163750305772]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,SelectRandom,TRUE,0.765608792193234,22.524505832931000,1209,1,510,1006,2.4373232799246000,1.2250816993464100,55,"[0.31661241687834263, 0.2871997079346329, 0.07085429201833904, 0.08483191695995629, 0.09956916701048613, 0.11280120792798698, 0.12657770793884993, 0.14027974987402558, 0.1558359998743981, 0.1722744998987764, 0.1710647081490606, 0.1884739170782268, 0.2075330000370741, 0.20479404204525054, 0.21996116591617465, 0.23341920785605907, 0.24720070813782513, 0.26742079202085733, 0.2810549580026418, 0.28579545905813575, 0.29940062505193055, 0.31509287492372096, 0.3136598339769989, 0.3254297920502722, 0.3460081669036299, 0.3596478330437094, 0.37179291620850563, 0.3719840000849217, 0.3871767499949783, 0.4014465829823166, 0.41558620892465115, 0.43158558290451765, 0.4863178750965744, 0.4895120000001043, 0.5394587079063058, 0.6656800420023501, 0.5738050420768559, 0.6315754170063883, 0.5921136669348925, 0.5738550000824034, 0.5465677501633763, 0.5573906658682972, 0.5814072920475155, 0.5816539169754833, 0.5956789578776807, 0.6504908329807222, 0.6461284998804331, 0.6313052081968635, 0.6446092501282692, 0.6671651669312268, 0.67860291688703, 0.6805337499827147, 0.6836616250220686, 0.8101574168540537, 0.7705712500028312]"
